pnode_name,substation,latitude,longitude,county,zone,pnode_id
CLARK4,CLARK,38.907182457,-77.271270315,FAIRFAX,DOM,34886191
ROCKBRDG,ROCKBRIDGE,37.798442484,-79.415567159,ROCKBRIDGE,DOM,34886861
ROCKBRDG,ROCKBRIDGE,37.798442484,-79.415567159,ROCKBRIDGE,DOM,34886863
CRITTNDN,CRITTENDEN,36.883442726,-76.525059586,SUFFOLK,DOM,34885811
KEENMILL,KEENE MILL,38.773933073,-77.263494946,FAIRFAX,DOM,34886307
KEENMILL,KEENE MILL,38.773933073,-77.263494946,FAIRFAX,DOM,34886309
MANCHSTR,MANCHESTER,37.49546269,-77.432189064,RICHMOND,DOM,34885497
MANCHSTR,MANCHESTER,37.49546269,-77.432189064,RICHMOND,DOM,34885499
ELKO4,ELKO,37.477259165,-77.237444826,HENRICO,DOM,74008661
ELKO4,ELKO,37.477259165,-77.237444826,HENRICO,DOM,1084384387
ELKO4,ELKO,37.477259165,-77.237444826,HENRICO,DOM,2156109183
CHRCHLND,CHURCHLAND,36.871067565,-76.376936346,PORTSMOUTH,DOM,34885787
CHRCHLND,CHURCHLAND,36.871067565,-76.376936346,PORTSMOUTH,DOM,34885791
CHRCHLND,CHURCHLAND,36.871067565,-76.376936346,PORTSMOUTH,DOM,57967571
CHRCHLND,CHURCHLAND,36.871067565,-76.376936346,PORTSMOUTH,DOM,1292916186
HARWGATE,HARROWGATE,37.291850536,-77.419123987,CHESTERFIELD,DOM,34885399
HARWGATE,HARROWGATE,37.291850536,-77.419123987,CHESTERFIELD,DOM,34885401
HARWGATE,HARROWGATE,37.291850536,-77.419123987,CHESTERFIELD,DOM,34885403
CHASECTY,CHASE CITY,36.8090598,-78.465551547,MECKLENBURG,DOM,34885261
CHASECTY,CHASE CITY,36.8090598,-78.465551547,MECKLENBURG,DOM,2156110043
CHASECTY,CHASE CITY,36.8090598,-78.465551547,MECKLENBURG,DOM,2156112137
SMITHFLD,SMITHFIELD,36.959700701,-76.66956785,ISLE OF WIGHT,DOM,34886007
SMITHFLD,SMITHFIELD,36.959700701,-76.66956785,ISLE OF WIGHT,DOM,34886009
SMITHFLD,SMITHFIELD,36.959700701,-76.66956785,ISLE OF WIGHT,DOM,2156114008
BRAMBLET,BRAMBLETON,38.963557926,-77.549042104,LOUDOUN,DOM,1107283198
BRAMBLET,BRAMBLETON,38.963557926,-77.549042104,LOUDOUN,DOM,1305122928
BRAMBLET,BRAMBLETON,38.963557926,-77.549042104,LOUDOUN,DOM,1356178171
BRAMBLET,BRAMBLETON,38.963557926,-77.549042104,LOUDOUN,DOM,2156109918
BRAMBLET,BRAMBLETON,38.963557926,-77.549042104,LOUDOUN,DOM,2156109919
DISPUTNT,DISPUTANTA,37.110289304,-77.225212665,PRINCE GEORGE,DOM,34885321
MIDDLEBG,MIDDLEBURG,38.959243149,-77.721561192,LOUDOUN,DOM,34886323
MIDDLEBG,MIDDLEBURG,38.959243149,-77.721561192,LOUDOUN,DOM,34886325
MIDDLEBG,MIDDLEBURG,38.959243149,-77.721561192,LOUDOUN,DOM,51519933
WOODBRGE,WOODBRIDGE,38.654745017,-77.282509097,PRINCE WILLIAM,DOM,34886463
WOODBRGE,WOODBRIDGE,38.654745017,-77.282509097,PRINCE WILLIAM,DOM,34886465
DUNNSVIL,DUNNSVILLE,37.852778964,-76.81263913,ESSEX,DOM,34885329
DUNNSVIL,DUNNSVILLE,37.852778964,-76.81263913,ESSEX,DOM,1132286178
WINTERPK,WINTERPOCK,37.393218156,-77.672106851,CHESTERFIELD,DOM,34885735
WINTERPK,WINTERPOCK,37.393218156,-77.672106851,CHESTERFIELD,DOM,34885737
WINTERPK,WINTERPOCK,37.393218156,-77.672106851,CHESTERFIELD,DOM,2156110185
WINTERPK,WINTERPOCK,37.393218156,-77.672106851,CHESTERFIELD,DOM,2156113897
HOPEWEL4,HOPEWELL,37.290060485,-77.282666284,HOPEWELL,DOM,34885413
HOPEWEL4,HOPEWELL,37.290060485,-77.282666284,HOPEWELL,DOM,34885415
HOPEWEL4,HOPEWELL,37.290060485,-77.282666284,HOPEWELL,DOM,34885417
STHWEST,SOUTHWEST,37.502079655,-77.532332397,CHESTERFIELD,DOM,34885669
STHWEST,SOUTHWEST,37.502079655,-77.532332397,CHESTERFIELD,DOM,34885671
YORKTOW4,YORKTOWN,37.213163289,-76.461034909,YORK,DOM,34886107
YORKTOW4,YORKTOWN,37.213163289,-76.461034909,YORK,DOM,34886109
YORKTOW4,YORKTOWN,37.213163289,-76.461034909,YORK,DOM,34886111
YORKTOW4,YORKTOWN,37.213163289,-76.461034909,YORK,DOM,34886113
YORKTOW4,YORKTOWN,37.213163289,-76.461034909,YORK,DOM,34886115
YORKTOW4,YORKTOWN,37.213163289,-76.461034909,YORK,DOM,34886117
YORKTOW4,YORKTOWN,37.213163289,-76.461034909,YORK,DOM,34887863
YORKTOW4,YORKTOWN,37.213163289,-76.461034909,YORK,DOM,34887865
YORKTOW4,YORKTOWN,37.213163289,-76.461034909,YORK,DOM,34887867
YORKTOW4,YORKTOWN,37.213163289,-76.461034909,YORK,DOM,2156109457
YORKTOW4,YORKTOWN,37.213163289,-76.461034909,YORK,DOM,2156109459
YORKTOW4,YORKTOWN,37.213163289,-76.461034909,YORK,DOM,2156114185
IDYLWOO4,IDYLWOOD,38.885642438,-77.209608346,FAIRFAX,DOM,123900989
IDYLWOO4,IDYLWOOD,38.885642438,-77.209608346,FAIRFAX,DOM,135389827
IDYLWOO4,IDYLWOOD,38.885642438,-77.209608346,FAIRFAX,DOM,1379258867
IDYLWOO4,IDYLWOOD,38.885642438,-77.209608346,FAIRFAX,DOM,1379258868
BANISTE4,BANISTER,36.750520755,-79.406172518,PITTSYLVANIA,DOM,34885209
LAKESID4,LAKESIDE,37.616885132,-77.460116238,HENRICO,DOM,34885471
LAKESID4,LAKESIDE,37.616885132,-77.460116238,HENRICO,DOM,34885473
LAKESID4,LAKESIDE,37.616885132,-77.460116238,HENRICO,DOM,34885475
LAKESID4,LAKESIDE,37.616885132,-77.460116238,HENRICO,DOM,34885477
HOLLYMD,HOLLYMEAD,38.12733997,-78.433773194,ALBEMARLE,DOM,34886791
COLUMBI4,COLUMBIA,37.760927453,-78.173417529,FLUVANNA,DOM,34886705
HAYFIEL4,HAYFIELD,38.763114803,-77.150404319,FAIRFAX,DOM,34886281
HAYFIEL4,HAYFIELD,38.763114803,-77.150404319,FAIRFAX,DOM,34886283
MIDWAYDP,MIDWAY,38.026582123,-78.707159911,ALBEMARLE,DOM,34886819
JETERSVL,JETERSVILLE,37.280602516,-78.111641966,AMELIA,DOM,34885449
JETERSVL,JETERSVILLE,37.280602516,-78.111641966,AMELIA,DOM,36181303
JETERSVL,JETERSVILLE,37.280602516,-78.111641966,AMELIA,DOM,36181305
BEARGRDN,BEAR GARDEN,37.697089661,-78.284321321,BUCKINGHAM,DOM,93354015
BEARGRDN,BEAR GARDEN,37.697089661,-78.284321321,BUCKINGHAM,DOM,93354017
BEARGRDN,BEAR GARDEN,37.697089661,-78.284321321,BUCKINGHAM,DOM,93354019
BEARGRDN,BEAR GARDEN,37.697089661,-78.284321321,BUCKINGHAM,DOM,123900961
CRAIGSVL,CRAIGSVILLE,38.082851763,-79.384841335,AUGUSTA,DOM,34886711
DRANESVL,DRANESVILLE,38.979397877,-77.361558654,FAIRFAX,DOM,34886217
DRANESVL,DRANESVILLE,38.979397877,-77.361558654,FAIRFAX,DOM,34886219
DRANESVL,DRANESVILLE,38.979397877,-77.361558654,FAIRFAX,DOM,76427741
TIMBERVL,TIMBERVILLE,38.627392537,-78.778728777,ROCKINGHAM,DOM,34886883
TIMBERVL,TIMBERVILLE,38.627392537,-78.778728777,ROCKINGHAM,DOM,1107283611
OTTERRIV,OTTER RIVER,37.054226831,-79.253056137,PITTSYLVANIA,DOM,34885579
OTTERRIV,OTTER RIVER,37.054226831,-79.253056137,PITTSYLVANIA,DOM,34885581
RAVNSWTH,RAVENSWORTH,38.796751853,-77.243703076,FAIRFAX,DOM,34886381
GUMSPRNG,GUM SPRINGS,38.748670824,-77.089312749,FAIRFAX,DOM,34886275
GUMSPRNG,GUM SPRINGS,38.748670824,-77.089312749,FAIRFAX,DOM,34886277
DAVISDRV,DAVIS DRIVE,38.989714988,-77.411932437,LOUDOUN,DOM,1869181762
DAVISDRV,DAVIS DRIVE,38.989714988,-77.411932437,LOUDOUN,DOM,2156109574
DAVISDRV,DAVIS DRIVE,38.989714988,-77.411932437,LOUDOUN,DOM,2156113031
DAVISDRV,DAVIS DRIVE,38.989714988,-77.411932437,LOUDOUN,DOM,2156113098
GAINESVL,GAINESVILLE,38.790845286,-77.565172073,PRINCE WILLIAM,DOM,34886253
GAINESVL,GAINESVILLE,38.790845286,-77.565172073,PRINCE WILLIAM,DOM,34886255
GAINESVL,GAINESVILLE,38.790845286,-77.565172073,PRINCE WILLIAM,DOM,51519931
CLOVERHL,CLOVER HILL,38.719799,-77.499632,PRINCE WILLIAM,DOM,1107283217
CLOVERHL,CLOVER HILL,38.719799,-77.499632,PRINCE WILLIAM,DOM,1107283218
CLOVERHL,CLOVER HILL,38.719799,-77.499632,PRINCE WILLIAM,DOM,1666105591
CLOVERHL,CLOVER HILL,38.719799,-77.499632,PRINCE WILLIAM,DOM,2156112396
CLOVERHL,CLOVER HILL,38.719799,-77.499632,PRINCE WILLIAM,DOM,2156112403
FULLERRD,FULLER ROAD,38.500802542,-77.364935348,STAFFORD,DOM,1067162354
MOOREDP,MOORE,38.767553956,-77.375004777,FAIRFAX,DOM,34886333
RIVERRD,RIVER ROAD,37.574427702,-77.575167897,HENRICO,DOM,34885627
RIVERRD,RIVER ROAD,37.574427702,-77.575167897,HENRICO,DOM,34885629
RIVERRD,RIVER ROAD,37.574427702,-77.575167897,HENRICO,DOM,34885631
RIVERRD,RIVER ROAD,37.574427702,-77.575167897,HENRICO,DOM,34885633
MCLAUGH,MCLAUGHLIN,36.874186041,-76.298504693,NORFOLK,DOM,34885929
MCLAUGH,MCLAUGHLIN,36.874186041,-76.298504693,NORFOLK,DOM,74008667
FLUVANNA,FLUVANNA P.S.,37.86735761,-78.379427723,FLUVANNA,DOM,34887979
FLUVANNA,FLUVANNA P.S.,37.86735761,-78.379427723,FLUVANNA,DOM,34887981
FLUVANNA,FLUVANNA P.S.,37.86735761,-78.379427723,FLUVANNA,DOM,34887983
FLUVANNA,FLUVANNA P.S.,37.86735761,-78.379427723,FLUVANNA,DOM,34887985
FLUVANNA,FLUVANNA P.S.,37.86735761,-78.379427723,FLUVANNA,DOM,35010381
GORDONSV,GORDONSVILLE,38.126547753,-78.221549135,ALBEMARLE,DOM,34886771
GORDONSV,GORDONSVILLE,38.126547753,-78.221549135,ALBEMARLE,DOM,38367919
NWPORTNW,NEWPORT NEWS,36.986557024,-76.430437479,NEWPORT NEWS,DOM,34885941
NWPORTNW,NEWPORT NEWS,36.986557024,-76.430437479,NEWPORT NEWS,DOM,34885943
NWPORTNW,NEWPORT NEWS,36.986557024,-76.430437479,NEWPORT NEWS,DOM,34885945
CARTERSV,CARTERSVILLE,37.657021313,-78.127761403,CUMBERLAND,DOM,34886693
PROFITDP,PROFFIT,38.118575821,-78.415379366,ALBEMARLE,DOM,34886855
PROFITDP,PROFFIT,38.118575821,-78.415379366,ALBEMARLE,DOM,34886857
POLYESTR,POLYESTER PS,37.298179398,-77.283444227,HOPEWELL,DOM,1305122598
POLYESTR,POLYESTER PS,37.298179398,-77.283444227,HOPEWELL,DOM,1552845038
MARSHRUN,MARSH RUN CT,38.527898505,-77.7696135,FAUQUIER,DOM,34887875
MARSHRUN,MARSH RUN CT,38.527898505,-77.7696135,FAUQUIER,DOM,34887877
MARSHRUN,MARSH RUN CT,38.527898505,-77.7696135,FAUQUIER,DOM,34887879
MARSHRUN,MARSH RUN CT,38.527898505,-77.7696135,FAUQUIER,DOM,98369961
MARSHRUN,MARSH RUN CT,38.527898505,-77.7696135,FAUQUIER,DOM,98369963
FISHERSV,FISHERSVILLE,38.095692525,-78.955718924,AUGUSTA,DOM,34886763
FISHERSV,FISHERSVILLE,38.095692525,-78.955718924,AUGUSTA,DOM,34886765
HARRSNBG,HARRISONBURG,38.411324156,-78.882280501,ROCKINGHAM,DOM,34886783
HARRSNBG,HARRISONBURG,38.411324156,-78.882280501,ROCKINGHAM,DOM,34886785
HARRSNBG,HARRISONBURG,38.411324156,-78.882280501,ROCKINGHAM,DOM,34886787
HARRSNBG,HARRISONBURG,38.411324156,-78.882280501,ROCKINGHAM,DOM,34886789
GALLWSRD,GALLOWS ROAD,38.854428766,-77.219144115,FAIRFAX,DOM,34886257
GALLWSRD,GALLOWS ROAD,38.854428766,-77.219144115,FAIRFAX,DOM,34886259
SPRUANCE,SPRUANCE NUG,37.454533514,-77.429385997,RICHMOND,DOM,2156109332
SPRUANCE,SPRUANCE NUG,37.454533514,-77.429385997,RICHMOND,DOM,2156109333
SPRUANCE,SPRUANCE NUG,37.454533514,-77.429385997,RICHMOND,DOM,2156109334
SPRUANCE,SPRUANCE NUG,37.454533514,-77.429385997,RICHMOND,DOM,2156109335
SPRUANCE,SPRUANCE NUG,37.454533514,-77.429385997,RICHMOND,DOM,2156109452
SPRUANCE,SPRUANCE NUG,37.454533514,-77.429385997,RICHMOND,DOM,2156109453
LOVETTSV,LOVETTSVILLE,39.295431597,-77.632679468,LOUDOUN,DOM,38367913
LOVETTSV,LOVETTSVILLE,39.295431597,-77.632679468,LOUDOUN,DOM,1183224844
ELKTONDP,ELKTON D.P.,38.353003801,-78.666313204,ROCKINGHAM,DOM,34886755
BARRCKRD,BARRACKS ROAD,38.071634537,-78.530511575,ALBEMARLE,DOM,34886663
BARRCKRD,BARRACKS ROAD,38.071634537,-78.530511575,ALBEMARLE,DOM,34886665
DARBYTWN,DARBYTOWN CTS,37.499038527,-77.369357505,HENRICO,DOM,34887787
DARBYTWN,DARBYTOWN CTS,37.499038527,-77.369357505,HENRICO,DOM,34887789
DARBYTWN,DARBYTOWN CTS,37.499038527,-77.369357505,HENRICO,DOM,34887791
DARBYTWN,DARBYTOWN CTS,37.499038527,-77.369357505,HENRICO,DOM,34887793
LAWRNCVL,LAWRENCEVILLE,36.749672181,-77.846466527,BRUNSWICK,DOM,57967563
LAWRNCVL,LAWRENCEVILLE,36.749672181,-77.846466527,BRUNSWICK,DOM,57967565
LAWRNCVL,LAWRENCEVILLE,36.749672181,-77.846466527,BRUNSWICK,DOM,57967665
CLIFTNFG,CLIFTON FORGE,37.812401775,-79.824104896,ALLEGHANY,DOM,34886701
CLIFTNFG,CLIFTON FORGE,37.812401775,-79.824104896,ALLEGHANY,DOM,34886703
CLIFTNFG,CLIFTON FORGE,37.812401775,-79.824104896,ALLEGHANY,DOM,2156109345
BENNSCH,BENNS CHURCH,36.913018003,-76.575849297,ISLE OF WIGHT,DOM,2156110186
KINGSMIL,KING'S MILL,37.233688111,-76.630942461,JAMES CITY,DOM,34885893
KINGSMIL,KING'S MILL,37.233688111,-76.630942461,JAMES CITY,DOM,34885895
BLOXOMSC,BLOXOMS CORNER,37.060740101,-76.30026435,HAMPTON,DOM,34885759
BLOXOMSC,BLOXOMS CORNER,37.060740101,-76.30026435,HAMPTON,DOM,34885761
FRDRKSBG,FREDERICKSBURG,38.30442241,-77.483244826,FREDERICKSBURG,DOM,34886245
FRDRKSBG,FREDERICKSBURG,38.30442241,-77.483244826,FREDERICKSBURG,DOM,34886247
FRDRKSBG,FREDERICKSBURG,38.30442241,-77.483244826,FREDERICKSBURG,DOM,34886249
FRDRKSBG,FREDERICKSBURG,38.30442241,-77.483244826,FREDERICKSBURG,DOM,34886251
GARNERDP,GARNER DP,37.893725506,-76.506419239,NORTHUMBERLAND,DOM,34885367
HARMONYV,HARMONY VILLAGE,37.582311663,-76.484781392,MIDDLESEX,DOM,34885393
HARMONYV,HARMONY VILLAGE,37.582311663,-76.484781392,MIDDLESEX,DOM,38367909
HARMONYV,HARMONY VILLAGE,37.582311663,-76.484781392,MIDDLESEX,DOM,2041990327
MTNROAD,MOUNTAIN ROAD,37.670430294,-77.521910055,HENRICO,DOM,34885525
MTNROAD,MOUNTAIN ROAD,37.670430294,-77.521910055,HENRICO,DOM,34885527
MTNROAD,MOUNTAIN ROAD,37.670430294,-77.521910055,HENRICO,DOM,98370469
WMORELN4,WESTMORELAND,38.008350394,-76.743592778,WESTMORELAND,DOM,51519929
WMORELN4,WESTMORELAND,38.008350394,-76.743592778,WESTMORELAND,DOM,1869195643
CHARLTSV,CHARLOTTESVILLE,38.04159285,-78.457822214,CHARLOTTESVILLE,DOM,34886697
CHARLTSV,CHARLOTTESVILLE,38.04159285,-78.457822214,CHARLOTTESVILLE,DOM,34886699
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885267
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885269
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885271
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885273
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885275
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885277
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885279
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885281
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885283
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885285
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885287
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885289
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885291
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885293
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885295
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34885297
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34887765
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34887767
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34887769
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34887771
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34887773
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34887775
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34887777
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,34887779
CHESTER4,CHESTERFIELD,37.381196671,-77.387191808,CHESTERFIELD,DOM,1388604078
INDUSTPK,INDUSTRIAL PARK,36.863899662,-76.248527279,NORFOLK,DOM,34885881
INDUSTPK,INDUSTRIAL PARK,36.863899662,-76.248527279,NORFOLK,DOM,34885883
INDUSTPK,INDUSTRIAL PARK,36.863899662,-76.248527279,NORFOLK,DOM,34885885
INDUSTPK,INDUSTRIAL PARK,36.863899662,-76.248527279,NORFOLK,DOM,112586035
FTPICKET,FORK PICKETT,37.120946485,-77.938049533,NOTTOWAY,DOM,34885363
FTPICKET,FORK PICKETT,37.120946485,-77.938049533,NOTTOWAY,DOM,34885365
FTPICKET,FORK PICKETT,37.120946485,-77.938049533,NOTTOWAY,DOM,1666104976
REEVESAV,REEVES AVE,36.842040585,-76.273180954,NORFOLK,DOM,34885977
REEVESAV,REEVES AVE,36.842040585,-76.273180954,NORFOLK,DOM,34885979
REEVESAV,REEVES AVE,36.842040585,-76.273180954,NORFOLK,DOM,34885981
TURNER4,TURNER ROAD,37.447482732,-77.301436347,HENRICO,DOM,34885683
TURNER4,TURNER ROAD,37.447482732,-77.301436347,HENRICO,DOM,34885685
JOHNSNDP,JOHNSON DP,38.832033437,-77.465746921,FAIRFAX,DOM,34886305
WOODSDP,WOODS DP,38.767419337,-77.478667163,MANASSAS,DOM,34886469
OMEGADP,OMEGA DP,36.670500935,-78.811333785,HALIFAX,DOM,34885577
WINDSRDP,WINDSOR DP,36.822684997,-76.781820664,ISLE OF WIGHT,DOM,34886095
FREEMNDP,FREEMAN DP,36.764203283,-77.70108816,BRUNSWICK,DOM,34885361
NPOLE,NORTH POLE,37.636218898,-77.793856354,GOOCHLAND,DOM,34885555
NPOLE,NORTH POLE,37.636218898,-77.793856354,GOOCHLAND,DOM,1268563614
BATERYHT,BATTERY HEIGHTS DP,38.752763189,-77.457718499,MANASSAS,DOM,34886143
CUBRUNDP,CUB-RUN DP,38.875095574,-77.470410942,FAIRFAX,DOM,34886211
CHURCHST,FALLS CHURCH,38.885727458,-77.157697115,ARLINGTON,DOM,1107282702
PRINCWIL,PRINCE WILLIAM DP,38.74964876,-77.474387456,MANASSAS,DOM,34886375
CHARLCTY,CHARLES CITY ROAD,37.515591677,-77.365974715,HENRICO,DOM,38367907
CHARLCTY,CHARLES CITY ROAD,37.515591677,-77.365974715,HENRICO,DOM,76427735
FTEUSTIS,FORT EUSTIS,37.162285693,-76.546195581,NEWPORT NEWS,DOM,34885841
FTEUSTIS,FORT EUSTIS,37.162285693,-76.546195581,NEWPORT NEWS,DOM,34885843
FTEUSTIS,FORT EUSTIS,37.162285693,-76.546195581,NEWPORT NEWS,DOM,2156111795
STUMPYLK,STUMPY LAKE,36.779469129,-76.157559763,VIRGINIA BEACH,DOM,34886013
STUMPYLK,STUMPY LAKE,36.779469129,-76.157559763,VIRGINIA BEACH,DOM,34886015
HULLSTR,HULL STREET ROAD,37.444430447,-77.576578061,CHESTERFIELD,DOM,34885421
HULLSTR,HULL STREET ROAD,37.444430447,-77.576578061,CHESTERFIELD,DOM,34885423
HULLSTR,HULL STREET ROAD,37.444430447,-77.576578061,CHESTERFIELD,DOM,34885425
SOBOSTON,SOUTH BOSTON,36.700295146,-78.91301087,HALIFAX,DOM,34885659
SOBOSTON,SOUTH BOSTON,36.700295146,-78.91301087,HALIFAX,DOM,34885661
THOLEST,THOLE STREET,36.900061691,-76.258067082,NORFOLK,DOM,34886041
SWINKMIL,SWINKS MILL,38.950166047,-77.199502612,FAIRFAX,DOM,34886433
SWINKMIL,SWINKS MILL,38.950166047,-77.199502612,FAIRFAX,DOM,57967579
SHORTPMP,SHORT PUMP,37.659624253,-77.62363304,HENRICO,DOM,34885651
SHORTPMP,SHORT PUMP,37.659624253,-77.62363304,HENRICO,DOM,34885653
SHORTPMP,SHORT PUMP,37.659624253,-77.62363304,HENRICO,DOM,34885655
TWELFTHS,TWELVTH STREET,37.533573422,-77.439841268,RICHMOND,DOM,34885687
TWELFTHS,TWELVTH STREET,37.533573422,-77.439841268,RICHMOND,DOM,34885689
TWELFTHS,TWELVTH STREET,37.533573422,-77.439841268,RICHMOND,DOM,34885691
TWELFTHS,TWELVTH STREET,37.533573422,-77.439841268,RICHMOND,DOM,34885693
RADNORHT,RADNOR HEIGHTS,38.885977744,-77.082532363,ARLINGTON,DOM,1067162492
CANNONBR,CANNON BRANCH,38.744047747,-77.503011778,MANASSAS,DOM,2156109338
CANNONBR,CANNON BRANCH,38.744047747,-77.503011778,MANASSAS,DOM,2156114666
CANNONBR,CANNON BRANCH,38.744047747,-77.503011778,MANASSAS,DOM,2156114721
CANNONBR,CANNON BRANCH,38.744047747,-77.503011778,MANASSAS,DOM,2156114783
PEACHGDP,PEACH GROVE D.P.,38.381443793,-78.88548045,ROCKINGHAM,DOM,57967581
NATWELDR,NATIONAL WELDERS IND,37.339644439,-77.323259391,CHESTERFIELD,DOM,34885541
HARRSNDP,HARRISON,38.811468825,-77.451300419,FAIRFAX,DOM,34886279
NEAST,NORTHEAST,37.550701339,-77.362323304,HENRICO,DOM,34885547
NEAST,NORTHEAST,37.550701339,-77.362323304,HENRICO,DOM,34885549
NEAST,NORTHEAST,37.550701339,-77.362323304,HENRICO,DOM,34885551
NEAST,NORTHEAST,37.550701339,-77.362323304,HENRICO,DOM,34885553
NEAST,NORTHEAST,37.550701339,-77.362323304,HENRICO,DOM,71856767
NEAST,NORTHEAST,37.550701339,-77.362323304,HENRICO,DOM,1218906567
DANLTNDP,DANIELTOWN,36.903251944,-77.993773208,BRUNSWICK,DOM,34885319
WHITEOA4,WHITE OAK,37.486119956,-77.247066251,HENRICO,DOM,34885729
WHITEOA4,WHITE OAK,37.486119956,-77.247066251,HENRICO,DOM,34885731
WHITEOA4,WHITE OAK,37.486119956,-77.247066251,HENRICO,DOM,2156113379
WHITEOA4,WHITE OAK,37.486119956,-77.247066251,HENRICO,DOM,2156113394
BREMO4,BREMO BLUFF,37.709731738,-78.288448576,FLUVANNA,DOM,34886677
BREMO4,BREMO BLUFF,37.709731738,-78.288448576,FLUVANNA,DOM,1775815501
CRANESCR,CRANEY ISLAND,36.894110411,-76.344993942,PORTSMOUTH,DOM,34886197
CRANESCR,CRANEY ISLAND,36.894110411,-76.344993942,PORTSMOUTH,DOM,34886199
CRANESCR,CRANEY ISLAND,36.894110411,-76.344993942,PORTSMOUTH,DOM,53049069
SHAMPTON,"SOUTHAMPTON SOLAR, LLC",36.613850093,-77.166488979,SOUTHAMPTON,DOM,34887857
NIRIVER,NORTH RIVER D.P.,38.347596742,-78.896563266,ROCKINGHAM,DOM,34886845
CHESAPKE,CHESAPEAKE ENERGY CENTER,36.771000001,-76.303476,CHESAPEAKE,DOM,1305131304
CHESAPKE,CHESAPEAKE ENERGY CENTER,36.771000001,-76.303476,CHESAPEAKE,DOM,1305131306
CHESAPKE,CHESAPEAKE ENERGY CENTER,36.771000001,-76.303476,CHESAPEAKE,DOM,1356163765
CHESAPKE,CHESAPEAKE ENERGY CENTER,36.771000001,-76.303476,CHESAPEAKE,DOM,1775828286
CHESAPKE,CHESAPEAKE ENERGY CENTER,36.771000001,-76.303476,CHESAPEAKE,DOM,1775828287
ELIZRIV,ELIZABETH RIVER POWER STATION,36.773745488,-76.311726046,CHESAPEAKE,DOM,1218906801
ELIZRIV,ELIZABETH RIVER POWER STATION,36.773745488,-76.311726046,CHESAPEAKE,DOM,1552845076
ELIZRIV,ELIZABETH RIVER POWER STATION,36.773745488,-76.311726046,CHESAPEAKE,DOM,1552845077
ELIZRIV,ELIZABETH RIVER POWER STATION,36.773745488,-76.311726046,CHESAPEAKE,DOM,1552845078
RIDGEWAY,RIDGEWAY,36.586418588,-79.838654196,HENRY,AEP,32412357
BOXWOOD,BOXWOOD,37.593455292,-79.032425409,AMHERST,AEP,32410703
BOXWOOD,BOXWOOD,37.593455292,-79.032425409,AMHERST,AEP,2156114563
WYTHE,WYTHE,36.948432396,-81.060499469,WYTHE,AEP,32413115
WYTHE,WYTHE,36.948432396,-81.060499469,WYTHE,AEP,32413117
WYTHE,WYTHE,36.948432396,-81.060499469,WYTHE,AEP,2156111394
SKIMMER,SKIMMER,37.520117213,-79.351642973,BEDFORD,AEP,32412597
SKIMMER,SKIMMER,37.520117213,-79.351642973,BEDFORD,AEP,2156116507
REUSENS,REUSENS,37.462221812,-79.189130036,LYNCHBURG,AEP,32412345
REUSENS,REUSENS,37.462221812,-79.189130036,LYNCHBURG,AEP,32412347
REUSENS,REUSENS,37.462221812,-79.189130036,LYNCHBURG,AEP,32418507
REUSENS,REUSENS,37.462221812,-79.189130036,LYNCHBURG,AEP,32418509
REUSENS,REUSENS,37.462221812,-79.189130036,LYNCHBURG,AEP,32418511
