Name,HIFLD_Name,HIFLD_ID,city,City_Prop,zip,type,Type_Prop,status,Stat_Prop,county,Count_Prop,countyfips,StateShort,StateFull,country,latitude,longitude,naics_code,naics_desc,source,sourcedate,val_method,val_date,lines,LineTxt,max_volt,CurrentMax,min_volt,CurrentMin,max_infer,min_infer,MinVoltCat,geometry
Balcony Falls,BALCONY FALLS,147636,GLASGOW,Glasgow,24555,SUBSTATION,Substation,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.62131493,-79.436823896,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,5.0,5,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.43682389566163 37.62131492973518)
Tap147644,TAP147644,147644,DANVILLE,Danville,24540,TAP,Tap,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.616036017,-79.406552176,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-08,IMAGERY/OTHER,2015-08-14,3.0,3,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-79.40655217616323 36.61603601707468)
Tap147645,TAP147645,147645,DANVILLE,Danville,24540,TAP,Tap,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.602528958,-79.413430223,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-08,IMAGERY/OTHER,2015-08-14,3.0,3,69.0,69,69.0,69,Y,Y,69 to 114,POINT (-79.41343022325583 36.60252895806581)
Tap147646,TAP147646,147646,DANVILLE,Danville,24541,TAP,Tap,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.567149536,-79.374245617,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-08,IMAGERY/OTHER,2015-08-14,3.0,3,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-79.37424561713773 36.56714953576846)
Tap147647,TAP147647,147647,DANVILLE,Danville,24541,TAP,Tap,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.54230811,-79.420974955,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-09,IMAGERY/OTHER,2015-08-14,3.0,3,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-79.42097495503653 36.542308110080356)
Tap147648,TAP147648,147648,DANVILLE,Danville,24541,TAP,Tap,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.573711718,-79.428125363,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-09,IMAGERY/OTHER,2015-08-14,3.0,3,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-79.42812536323844 36.573711718050184)
Tap147650,TAP147650,147650,LEXINGTON,Lexington,24450,TAP,Tap,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.799127744,-79.412557614,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-12,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.41255761416187 37.79912774410879)
Tap147652,TAP147652,147652,GRETNA,Gretna,24557,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.935123469,-79.359572337,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-13,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.35957233675926 36.93512346872198)
Tap147653,TAP147653,147653,CHATHAM,Chatham,24531,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.853462754,-79.388194439,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016-01-06,IMAGERY,2016-01-06,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.38819443857892 36.853462754267774)
Tap147654,TAP147654,147654,CHATHAM,Chatham,24531,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.852721007,-79.388045497,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016-01-06,IMAGERY,2016-01-06,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.3880454970065 36.85272100674092)
Leesville,LEESVILLE,147656,LYNCH STATION,Lynch Station,24571,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.093980011,-79.40332373,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY/OTHER,2017-05-11,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-79.40332372984678 37.093980011117814)
Craigsville,CRAIGSVILLE,147662,CRAIGSVILLE,Craigsville,24430,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.082851763,-79.384841335,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-13,IMAGERY,2015-03-13,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-79.38484133484714 38.0828517628294)
Perth,PERTH,147663,NATHALIE,Nathalie,24577,SUBSTATION,Substation,IN SERVICE,In service,HALIFAX,Halifax,51083,VA,Virginia,USA,37.013663019,-79.004023621,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-11,IMAGERY,2015-04-01,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.00402362091486 37.01366301865146)
Clifford,CLIFFORD,147664,MONROE,Monroe,24574,SUBSTATION,Substation,IN SERVICE,In service,AMHERST,Amherst,51009,VA,Virginia,USA,37.694933542,-79.01210208,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,4.0,4,138.0,138,-999999.0,Unknown,N,Y,Unknown,POINT (-79.01210208043342 37.694933541977555)
Valley,VALLEY,147665,WEYERS CAVE,Weyers Cave,24486,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.314341598,-78.970810618,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-13,IMAGERY,2015-03-13,6.0,6,500.0,500,230.0,230,N,Y,Min 230,POINT (-78.97081061775025 38.31434159795782)
Verona,VERONA,147666,VERONA,Verona,24482,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.189896805,-78.985809182,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-16,IMAGERY,2015-03-17,2.0,2,115.0,115,115.0,115,N,N,115 to 229,POINT (-78.98580918168638 38.18989680531819)
Colleen,COLLEEN,147667,ARRINGTON,Arrington,22922,SUBSTATION,Substation,IN SERVICE,In service,NELSON,Nelson,51125,VA,Virginia,USA,37.710453454,-78.946506846,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-16,IMAGERY,2015-03-17,1.0,1,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-78.94650684596041 37.71045345435079)
Tap147677,TAP147677,147677,ARRINGTON,Arrington,22922,TAP,Tap,IN SERVICE,In service,NELSON,Nelson,51125,VA,Virginia,USA,37.710444206,-78.948864235,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY/OTHER,2015-08-14,3.0,3,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-78.9488642345734 37.71044420571747)
Tap147678,TAP147678,147678,AMHERST,Amherst,24521,TAP,Tap,IN SERVICE,In service,AMHERST,Amherst,51009,VA,Virginia,USA,37.699085215,-79.015715368,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-12,IMAGERY/OTHER,2015-08-14,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-79.01571536771253 37.699085214774264)
Fishersville,FISHERSVILLE,147692,FISHERSVILLE,Fishersville,22939,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.095692525,-78.955718924,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-16,IMAGERY,2015-03-16,2.0,2,115.0,115,115.0,115,N,N,115 to 229,POINT (-78.95571892367198 38.095692524902894)
Matt Funk,MATT FUNK,147788,SALEM,Salem,24153,SUBSTATION,Substation,IN SERVICE,In service,ROANOKE,Roanoke,51161,VA,Virginia,USA,37.231619531,-80.167608098,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-02,IMAGERY,2015-03-05,7.0,7,138.0,138,-999999.0,Unknown,N,Y,Unknown,POINT (-80.16760809814306 37.231619530660495)
Hancock,HANCOCK,147789,SALEM,Salem,24153,SUBSTATION,Substation,IN SERVICE,In service,SALEM,Salem,51775,VA,Virginia,USA,37.267446422,-80.023054408,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-07,IMAGERY,2015-03-05,8.0,8,138.0,138,-999999.0,Unknown,N,Y,Unknown,POINT (-80.02305440781149 37.26744642166857)
Bent Mountain,BENT MOUNTAIN,147790,BENT MOUNTAIN,Bent Mountain,24059,SUBSTATION,Substation,IN SERVICE,In service,ROANOKE,Roanoke,51161,VA,Virginia,USA,37.178367903,-80.119466805,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-07,IMAGERY,2015-03-05,2.0,2,138.0,138,-999999.0,Unknown,N,Y,Unknown,POINT (-80.1194668053487 37.178367903216)
Cave Spring,CAVE SPRING,147791,ROANOKE,Roanoke,24018,SUBSTATION,Substation,IN SERVICE,In service,ROANOKE,Roanoke,51161,VA,Virginia,USA,37.228457439,-80.008549577,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-07,IMAGERY,2015-03-05,4.0,4,138.0,138,138.0,138,N,N,115 to 229,POINT (-80.00854957682012 37.228457439032816)
Poages Mill,POAGES MILL,147792,ROANOKE,Roanoke,24018,SUBSTATION,Substation,IN SERVICE,In service,ROANOKE,Roanoke,51161,VA,Virginia,USA,37.199482764,-80.034650204,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-07,IMAGERY,2015-03-05,2.0,2,138.0,138,138.0,138,N,N,115 to 229,POINT (-80.03465020375702 37.19948276425135)
Shawsville,SHAWSVILLE,147793,SHAWSVILLE,Shawsville,24162,SUBSTATION,Substation,IN SERVICE,In service,MONTGOMERY,Montgomery,51121,VA,Virginia,USA,37.14759537,-80.265553386,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-04,IMAGERY,2015-03-04,2.0,2,138.0,138,138.0,138,N,N,115 to 229,POINT (-80.26555338627097 37.14759537007702)
Kumis,KUMIS,147794,SALEM,Salem,24153,SUBSTATION,Substation,IN SERVICE,In service,ROANOKE,Roanoke,51161,VA,Virginia,USA,37.23690882,-80.17753991,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-05,IMAGERY,2015-03-05,1.0,1,138.0,138,138.0,138,N,N,115 to 229,POINT (-80.17753990965352 37.236908820264425)
West Salem,WEST SALEM,147795,SALEM,Salem,24153,SUBSTATION,Substation,IN SERVICE,In service,ROANOKE,Roanoke,51161,VA,Virginia,USA,37.299874751,-80.125892381,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-05,IMAGERY,2015-03-05,2.0,2,138.0,138,-999999.0,Unknown,N,N,Unknown,POINT (-80.12589238091414 37.299874750652215)
Tap147802,TAP147802,147802,SALEM,Salem,24153,TAP,Tap,IN SERVICE,In service,SALEM,Salem,51775,VA,Virginia,USA,37.27958549,-80.030293137,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-05,IMAGERY/OTHER,2015-08-14,3.0,3,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-80.03029313657548 37.27958549026575)
Tap147803,TAP147803,147803,ROANOKE,Roanoke,24017,TAP,Tap,IN SERVICE,In service,ROANOKE,Roanoke,51770,VA,Virginia,USA,37.294792081,-79.999651624,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-11,IMAGERY/OTHER,2015-08-14,3.0,3,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-79.99965162379374 37.29479208121202)
Mt. Union,MT. UNION,147805,TROUTVILLE,Troutville,24175,SUBSTATION,Substation,IN SERVICE,In service,BOTETOURT,Botetourt,51023,VA,Virginia,USA,37.460082113,-80.015178443,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY/OTHER,2020-05-01,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-80.015178442931 37.46008211332662)
Philpott,PHILPOTT,147807,BASSETT,Bassett,24055,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.776071461,-80.027170682,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-06,IMAGERY,2015-03-06,3.0,3,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-80.0271706815811 36.77607146120166)
Tap147809,TAP147809,147809,LEBANON,Lebanon,24266,TAP,Tap,IN SERVICE,In service,RUSSELL,Russell,51167,VA,Virginia,USA,36.914853936,-81.994950345,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-06-30,IMAGERY/OTHER,2015-08-14,3.0,3,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-81.99495034477405 36.91485393565376)
Celanese,CELANESE,147812,NARROWS,Narrows,24124,SUBSTATION,Substation,IN SERVICE,In service,GILES,Giles,51071,VA,Virginia,USA,37.346797937,-80.768195362,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-04,IMAGERY,2015-03-04,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-80.76819536209452 37.34679793723445)
Tap147815,TAP147815,147815,GRUNDY,Grundy,24614,TAP,Tap,IN SERVICE,In service,BUCHANAN,Buchanan,51027,VA,Virginia,USA,37.299568688,-82.110143504,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-10,IMAGERY/OTHER,2015-08-14,3.0,3,69.0,69,69.0,69,N,N,69 to 114,POINT (-82.11014350374937 37.299568688054485)
Tap147819,TAP147819,147819,DOSWELL,Doswell,23047,TAP,Tap,IN SERVICE,In service,HANOVER,Hanover,51085,VA,Virginia,USA,37.881898825,-77.438774065,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016-08-02,IMAGERY/OTHER,2016-08-02,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.43877406525908 37.88189882526882)
Darbytown CTS,DARBYTOWN CTS,147820,HENRICO,Henrico,23231,SUBSTATION,Substation,IN SERVICE,In service,HENRICO,Henrico,51087,VA,Virginia,USA,37.499038527,-77.369357505,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-31,IMAGERY,2015-04-01,3.0,3,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.36935750536526 37.49903852686028)
Reymet,REYMET,147821,RICHMOND,Richmond,23237,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.388965849,-77.407476157,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-04,IMAGERY,2015-04-01,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.40747615709247 37.388965849181865)
Chesterfield,CHESTERFIELD,147822,CHESTER,Chester,23836,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.381803433,-77.382598258,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-04,IMAGERY,2015-04-01,14.0,14,230.0,230,115.0,115,Y,Y,115 to 229,POINT (-77.38259825763151 37.381803433087384)
Chesterfield,CHESTERFIELD,147823,CHESTER,Chester,23836,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.381196671,-77.387191808,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-04,IMAGERY,2015-04-01,14.0,14,230.0,230,-999999.0,Unknown,Y,Y,Unknown,POINT (-77.38719180810823 37.38119667095556)
Chesterfield,CHESTERFIELD,147824,CHESTER,Chester,23836,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.381508975,-77.385247788,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-04,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,N,N,Min 230,POINT (-77.38524778825638 37.38150897527121)
Shockoe,SHOCKOE,147825,RICHMOND,Richmond,23219,SUBSTATION,Substation,IN SERVICE,In service,RICHMOND,Richmond,51760,VA,Virginia,USA,37.552801438,-77.427624359,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-05,IMAGERY,2015-04-01,2.0,2,115.0,115,-999999.0,Unknown,Y,N,Unknown,POINT (-77.4276243592089 37.55280143768008)
Carver,CARVER,147826,RICHMOND,Richmond,23220,SUBSTATION,Substation,IN SERVICE,In service,RICHMOND,Richmond,51760,VA,Virginia,USA,37.555732349,-77.448358854,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-06,IMAGERY,2015-04-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-77.44835885398203 37.55573234873025)
Pipeline,PIPELINE,147827,RICHMOND,Richmond,23224,SUBSTATION,Substation,IN SERVICE,In service,RICHMOND,Richmond,51760,VA,Virginia,USA,37.521676307,-77.425952703,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-06,IMAGERY,2015-04-01,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.42595270316131 37.52167630688708)
Manchester,MANCHESTER,147828,RICHMOND,Richmond,23224,SUBSTATION,Substation,IN SERVICE,In service,RICHMOND,Richmond,51760,VA,Virginia,USA,37.49546269,-77.432189064,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-06,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.43218906388351 37.49546269001771)
Twelvth Street,TWELVTH STREET,147829,RICHMOND,Richmond,23219,SUBSTATION,Substation,IN SERVICE,In service,RICHMOND,Richmond,51760,VA,Virginia,USA,37.533573422,-77.439841268,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-06,IMAGERY,2015-04-01,3.0,3,115.0,115,-999999.0,Unknown,Y,N,Unknown,POINT (-77.43984126830819 37.53357342211219)
Dupont,DUPONT,147830,RICHMOND,Richmond,23234,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.453271381,-77.438457764,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-06,IMAGERY,2015-04-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-77.43845776395597 37.45327138125823)
Bellwood,BELLWOOD,147831,RICHMOND,Richmond,23237,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.417377806,-77.432691735,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-06,IMAGERY,2015-04-01,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.43269173506536 37.41737780620906)
Kevlar,KEVLAR,147832,RICHMOND,Richmond,23234,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.450055055,-77.437489993,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-07,IMAGERY,2015-04-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-77.43748999273069 37.45005505497152)
Tyler,TYLER,147833,CHESTER,Chester,23836,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.35109094,-77.395239091,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-07,IMAGERY,2015-04-01,6.0,6,230.0,230,-999999.0,Unknown,Y,Y,Unknown,POINT (-77.39523909069653 37.35109094025128)
Harrowgate,HARROWGATE,147834,COLONIAL HEIGHTS,Colonial Heights,23834,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.291850536,-77.419123987,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-08,IMAGERY,2015-04-01,6.0,6,230.0,230,115.0,115,Y,Y,115 to 229,POINT (-77.41912398705253 37.29185053625457)
Alpine,ALPINE,147835,CHESTER,Chester,23836,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.336270183,-77.281096583,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-08,IMAGERY,2015-04-01,3.0,3,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.28109658331122 37.33627018289011)
Hopewell,HOPEWELL,147836,HOPEWELL,Hopewell,23860,SUBSTATION,Substation,IN SERVICE,In service,HOPEWELL,Hopewell,51670,VA,Virginia,USA,37.290060485,-77.282666284,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-08,IMAGERY,2015-04-01,7.0,7,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.28266628416735 37.29006048466021)
Pearsons,PEARSONS,147837,MECHANICSVILLE,Mechanicsville,23116,SUBSTATION,Substation,IN SERVICE,In service,HANOVER,Hanover,51085,VA,Virginia,USA,37.671245655,-77.379245388,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-14,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,N,N,Min 230,POINT (-77.37924538836002 37.67124565483458)
Northeast,NORTHEAST,147838,RICHMOND,Richmond,23223,SUBSTATION,Substation,IN SERVICE,In service,HENRICO,Henrico,51087,VA,Virginia,USA,37.550701339,-77.362323304,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-01,IMAGERY,2015-04-01,6.0,6,230.0,230,-999999.0,Unknown,Y,Y,Unknown,POINT (-77.36232330412682 37.550701339354575)
Basin,BASIN,147839,RICHMOND,Richmond,23234,SUBSTATION,Substation,IN SERVICE,In service,RICHMOND,Richmond,51760,VA,Virginia,USA,37.492097009,-77.430672086,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-01,IMAGERY,2015-04-01,9.0,9,230.0,230,115.0,115,Y,Y,115 to 229,POINT (-77.43067208604974 37.492097008955525)
Lakeside,LAKESIDE,147840,HENRICO,Henrico,23228,SUBSTATION,Substation,IN SERVICE,In service,HENRICO,Henrico,51087,VA,Virginia,USA,37.616885132,-77.460116238,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-05,IMAGERY,2015-04-01,5.0,5,230.0,230,115.0,115,N,Y,115 to 229,POINT (-77.46011623798255 37.6168851318112)
Spruance NUG,SPRUANCE NUG,147841,RICHMOND,Richmond,23234,SUBSTATION,Substation,IN SERVICE,In service,RICHMOND,Richmond,51760,VA,Virginia,USA,37.454533514,-77.429385997,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-13,IMAGERY,2015-04-01,2.0,2,230.0,230,-999999.0,Unknown,Y,Y,Unknown,POINT (-77.42938599680355 37.454533513751954)
Marlboro,MARLBORO,147842,RICHMOND,Richmond,23234,SUBSTATION,Substation,IN SERVICE,In service,RICHMOND,Richmond,51760,VA,Virginia,USA,37.474006706,-77.434895242,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-13,IMAGERY,2015-04-01,2.0,2,115.0,115,-999999.0,Unknown,Y,Y,Unknown,POINT (-77.43489524227017 37.474006706322804)
National Welders Ind,NATIONAL WELDERS IND,147843,CHESTER,Chester,23836,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.339644439,-77.323259391,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-13,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,N,N,Min 230,POINT (-77.32325939115873 37.339644439120946)
Allied,ALLIED,147844,CHESTER,Chester,23836,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.338368453,-77.297758113,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-13,IMAGERY,2015-04-01,1.0,1,230.0,230,230.0,230,N,N,Min 230,POINT (-77.29775811299288 37.33836845292165)
Cogentrix,COGENTRIX,147845,HOPEWELL,Hopewell,23860,SUBSTATION,Substation,IN SERVICE,In service,HOPEWELL,Hopewell,51670,VA,Virginia,USA,37.292322434,-77.270676357,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-13,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.27067635688246 37.29232243416889)
