Name,HIFLD_Name,HIFLD_ID,city,City_Prop,zip,type,Type_Prop,status,Stat_Prop,county,Count_Prop,countyfips,StateShort,StateFull,country,latitude,longitude,naics_code,naics_desc,source,sourcedate,val_method,val_date,lines,LineTxt,max_volt,CurrentMax,min_volt,CurrentMin,max_infer,min_infer,MinVoltCat
Tap140468,TAP140468,140468,CHARLOTTESVILLE,Charlottesville,22903,TAP,Tap,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.024907978,-78.7093334,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Midway,MIDWAY,147434,CHARLOTTESVILLE,Charlottesville,22903,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.026582123,-78.707159911,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-16,IMAGERY,2015-03-16,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Unknown121441,UNKNOWN121441,121441,FISHERSVILLE,Fishersville,22939,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.081945665,-79.005620425,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY,2015-03-16,1.0,1,115.0,115,115.0,115,N,N,115 to 229
Tap139776,TAP139776,139776,FISHERSVILLE,Fishersville,22939,TAP,Tap,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.082213355,-79.006250982,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,N,N,115 to 229
Tap140471,TAP140471,140471,CHARLOTTESVILLE,Charlottesville,22901,TAP,Tap,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.071254101,-78.530152193,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Tap140472,TAP140472,140472,CHARLOTTESVILLE,Charlottesville,22901,TAP,Tap,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.071363556,-78.530347308,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Barracks Road,BARRACKS ROAD,121445,CHARLOTTESVILLE,Charlottesville,22901,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.071634537,-78.530511575,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY,2017-10-16,2.0,2,230.0,230,230.0,230,Y,Y,Min 230
Cash's Corner,UNKNOWN121546,121546,GORDONSVILLE,Gordonsville,22942,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.103839977,-78.263454102,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-17,IMAGERY,2015-03-17,3.0,3,230.0,230,-999999.0,Unknown,N,N,Unknown
Louisa Generation Facility,LOUISA GENERATION FACILITY,116429,GORDONSVILLE,Gordonsville,22942,SUBSTATION,Substation,IN SERVICE,In service,LOUISA,Louisa,51109,VA,Virginia,USA,38.117418903,-78.215461394,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-08-15,IMAGERY,2021-06-01,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Proffit,PROFFIT,146622,CHARLOTTESVILLE,Charlottesville,22911,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.118575821,-78.415379366,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-17,IMAGERY,2015-03-17,2.0,2,230.0,230,230.0,230,Y,Y,Min 230
Tap140499,TAP140499,140499,CHARLOTTESVILLE,Charlottesville,22911,TAP,Tap,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.118925601,-78.416022772,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-17,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Gordonsville Energy LP,GORDONSVILLE ENERGY LP,116430,GORDONSVILLE,Gordonsville,22942,SUBSTATION,Substation,IN SERVICE,In service,LOUISA,Louisa,51109,VA,Virginia,USA,38.124065122,-78.204218084,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-08-15,IMAGERY,2021-06-01,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Gordonsville,GORDONSVILLE,147525,GORDONSVILLE,Gordonsville,22942,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.126547753,-78.221549135,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-17,IMAGERY,2015-03-18,4.0,4,230.0,230,115.0,115,Y,Y,115 to 229
Hollymeade,HOLLYMEAD,146623,CHARLOTTESVILLE,Charlottesville,22911,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.12733997,-78.433773194,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-17,IMAGERY,2015-03-17,1.0,1,230.0,230,230.0,230,Y,Y,Min 230
Crozet,CROZET,121444,CROZET,Crozet,22932,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.084710389,-78.698540228,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY,2017-10-16,2.0,2,230.0,230,230.0,230,Y,Y,Min 230
Tap140469,TAP140469,140469,CROZET,Crozet,22932,TAP,Tap,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.085100502,-78.698291391,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Tap140470,TAP140470,140470,CROZET,Crozet,22932,TAP,Tap,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.085270998,-78.698434039,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Fishersville,FISHERSVILLE,147692,FISHERSVILLE,Fishersville,22939,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.095692525,-78.955718924,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-16,IMAGERY,2015-03-16,2.0,2,115.0,115,115.0,115,N,N,115 to 229
Unknown121438,UNKNOWN121438,121438,WAYNESBORO,Waynesboro,22980,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.106055805,-78.852207629,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-13,IMAGERY,2015-03-13,8.0,8,115.0,115,115.0,115,N,N,115 to 229
Dooms,DOOMS,147387,WAYNESBORO,Waynesboro,22980,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.107034569,-78.849097178,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-13,IMAGERY,2015-03-17,10.0,10,500.0,500,115.0,115,N,N,115 to 229
Verona,VERONA,147666,VERONA,Verona,24482,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.189896805,-78.985809182,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-16,IMAGERY,2015-03-17,2.0,2,115.0,115,115.0,115,N,N,115 to 229
Grottoes,GROTTOES,147388,GROTTOES,Grottoes,24441,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.266069084,-78.812819282,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-16,IMAGERY,2015-03-18,3.0,3,230.0,230,115.0,115,N,N,115 to 229
Weyers Cave,WEYERS CAVE,146911,WEYERS CAVE,Weyers Cave,24486,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.282893706,-78.905908349,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-16,IMAGERY,2015-03-17,2.0,2,115.0,115,115.0,115,N,N,115 to 229
Valley,VALLEY,147665,WEYERS CAVE,Weyers Cave,24486,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.314341598,-78.970810618,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-13,IMAGERY,2015-03-13,6.0,6,500.0,500,230.0,230,N,Y,Min 230
Unknown116484,UNKNOWN116484,116484,GORDONSVILLE,Gordonsville,22942,SUBSTATION,Substation,IN SERVICE,In service,ORANGE,Orange,51137,VA,Virginia,USA,38.146948142,-78.193264942,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-20,IMAGERY,2014-08-20,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Unknown156521,UNKNOWN156521,156521,MT CRAWFORD,Mt Crawford,22841,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.345920299,-78.932242758,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017-10-09,IMAGERY,2017-10-16,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
North River D.P.,NORTH RIVER D.P.,146913,MT CRAWFORD,Mt Crawford,22841,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.347596742,-78.896563266,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-17,IMAGERY,2015-03-18,2.0,2,115.0,115,115.0,115,N,N,115 to 229
Elkton D.P.,ELKTON D.P.,147372,ELKTON,Elkton,22827,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.353003801,-78.666313204,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-17,IMAGERY,2015-03-18,2.0,2,115.0,115,115.0,115,N,N,115 to 229
Peach Grove D.P.,PEACH GROVE D.P.,146912,HARRISONBURG,Harrisonburg,22801,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.381443793,-78.88548045,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-17,IMAGERY,2015-03-18,1.0,1,115.0,115,115.0,115,N,N,115 to 229
Tap139777,TAP139777,139777,HARRISONBURG,Harrisonburg,22801,TAP,Tap,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.381522294,-78.884916262,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-17,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,N,N,115 to 229
Unknown121551,UNKNOWN121551,121551,ELKTON,Elkton,22827,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.382833914,-78.647034098,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-17,IMAGERY,2015-03-17,2.0,2,115.0,115,115.0,115,N,N,115 to 229
Unknown140493,UNKNOWN140493,140493,ELKTON,Elkton,22827,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.384680911,-78.653826777,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY/OTHER,2017-05-11,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown140494,UNKNOWN140494,140494,ELKTON,Elkton,22827,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.387378967,-78.650948891,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY/OTHER,2017-05-11,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Dayton,DAYTON,146910,HARRISONBURG,Harrisonburg,22801,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.409840165,-78.928152147,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-13,IMAGERY,2015-03-18,2.0,2,230.0,230,230.0,230,Y,Y,Min 230
Unknown121571,UNKNOWN121571,121571,HARRISONBURG,Harrisonburg,22801,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.411136495,-78.932575343,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-18,IMAGERY,2015-03-18,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Harrisonburg,HARRISONBURG,146909,HARRISONBURG,Harrisonburg,22801,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.411324156,-78.882280501,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-13,IMAGERY,2015-03-18,11.0,11,230.0,230,-999999.0,Unknown,N,N,Unknown
Tap175451,TAP175451,175451,DAYTON,Dayton,22821,TAP,Tap,NOT AVAILABLE,Not available,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.420250908,-78.938205668,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-11-17,IMAGERY,2020-11-17,3.0,3,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown121569,UNKNOWN121569,121569,LINVILLE,Linville,22834,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.525244063,-78.838368357,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-18,IMAGERY,2015-03-18,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown121550,UNKNOWN121550,121550,NEW MARKET,New Market,22844,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.619649076,-78.685675394,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-17,IMAGERY,2015-03-17,5.0,5,230.0,230,115.0,115,N,Y,115 to 229
Timberville,TIMBERVILLE,147371,BROADWAY,Broadway,22815,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.627392537,-78.778728777,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-17,IMAGERY,2015-03-18,2.0,2,115.0,115,-999999.0,Unknown,N,Y,Unknown
Tap140474,TAP140474,140474,TIMBERVILLE,Timberville,22853,TAP,Tap,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.628152346,-78.782017726,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-18,IMAGERY/OTHER,2015-08-14,3.0,3,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown121560,UNKNOWN121560,121560,TIMBERVILLE,Timberville,22853,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.634553096,-78.784739235,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-18,IMAGERY,2015-03-18,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Tap140475,TAP140475,140475,NEW MARKET,New Market,22844,TAP,Tap,IN SERVICE,In service,SHENANDOAH,Shenandoah,51171,VA,Virginia,USA,38.711516889,-78.609915251,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-18,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Mount Jackson,MOUNT JACKSON,147373,QUICKSBURG,Quicksburg,22847,SUBSTATION,Substation,IN SERVICE,In service,SHENANDOAH,Shenandoah,51171,VA,Virginia,USA,38.724365421,-78.661729803,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-18,IMAGERY,2015-03-18,2.0,2,115.0,115,115.0,115,N,N,115 to 229
Mount Jackson D.P.,MOUNT JACKSON D.P.,147374,MOUNT JACKSON,Mount Jackson,22842,SUBSTATION,Substation,IN SERVICE,In service,SHENANDOAH,Shenandoah,51171,VA,Virginia,USA,38.747089274,-78.671944829,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-18,IMAGERY,2015-03-18,1.0,1,115.0,115,115.0,115,N,N,115 to 229
Unknown172770,UNKNOWN172770,172770,MOUNT JACKSON,Mount Jackson,22842,SUBSTATION,Substation,IN SERVICE,In service,SHENANDOAH,Shenandoah,51171,VA,Virginia,USA,38.770576,-78.618391,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-04-13,IMAGERY,2020-04-13,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Hickory,HICKORY,147040,CHESAPEAKE,Chesapeake,23322,SUBSTATION,Substation,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.643647923,-76.236917943,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-21,IMAGERY,2015-04-01,3.0,3,230.0,230,115.0,115,Y,Y,115 to 229
Unknown115500,UNKNOWN115500,115500,VIRGINIA BEACH,Virginia Beach,23456,SUBSTATION,Substation,IN SERVICE,In service,VIRGINIA BEACH,Virginia Beach,51810,VA,Virginia,USA,36.689561986,-76.036555016,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-24,IMAGERY,2014-07-24,1.0,1,230.0,230,230.0,230,Y,Y,Min 230
Fentress,FENTRESS,147039,CHESAPEAKE,Chesapeake,23322,SUBSTATION,Substation,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.690454157,-76.190028667,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-21,IMAGERY,2015-04-01,7.0,7,500.0,500,115.0,115,Y,N,115 to 229
Unknown175446,UNKNOWN175446,175446,CHESAPEAKE,Chesapeake,23322,SUBSTATION,Substation,NOT AVAILABLE,Not available,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.699951,-76.250974,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-11-17,IMAGERY,2020-11-17,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Unknown115105,UNKNOWN115105,115105,CHESAPEAKE,Chesapeake,23323,SUBSTATION,Substation,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.726209982,-76.305987318,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-21,IMAGERY,2014-07-21,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Unknown115104,UNKNOWN115104,115104,CHESAPEAKE,Chesapeake,23320,SUBSTATION,Substation,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.757044722,-76.290929401,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-21,IMAGERY,2014-07-21,2.0,2,230.0,230,-999999.0,Unknown,Y,N,Unknown
Unknown115496,UNKNOWN115496,115496,CHESAPEAKE,Chesapeake,23320,SUBSTATION,Substation,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.758038612,-76.288520569,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-23,IMAGERY,2014-07-23,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Thrasher,THRASHER,147097,CHESAPEAKE,Chesapeake,23320,SUBSTATION,Substation,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.759262396,-76.240168878,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-07-21,IMAGERY,2014-07-21,6.0,6,230.0,230,-999999.0,Unknown,N,N,Unknown
Yadkin,YADKIN,147037,CHESAPEAKE,Chesapeake,23323,SUBSTATION,Substation,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.762979041,-76.354714758,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-21,IMAGERY,2015-04-01,13.0,13,500.0,500,-999999.0,Unknown,Y,N,Unknown
Tap147066,TAP147066,147066,CHESAPEAKE,Chesapeake,23323,TAP,Tap,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.764203837,-76.343759061,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-21,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Southampton Power Station,SOUTHAMPTON POWER STATION,114522,COURTLAND,Courtland,23837,SUBSTATION,Substation,IN SERVICE,In service,SOUTHAMPTON,Southampton,51175,VA,Virginia,USA,36.653186645,-76.99554592,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-07-16,IMAGERY,2021-06-01,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Unknown114521,UNKNOWN114521,114521,FRANKLIN,Franklin,23851,SUBSTATION,Substation,IN SERVICE,In service,SOUTHAMPTON,Southampton,51175,VA,Virginia,USA,36.657884952,-76.983701982,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-16,IMAGERY,2014-07-16,2.0,2,230.0,230,230.0,230,Y,Y,Min 230
Unknown114520,UNKNOWN114520,114520,FRANKLIN,Franklin,23851,SUBSTATION,Substation,IN SERVICE,In service,SOUTHAMPTON,Southampton,51175,VA,Virginia,USA,36.659562959,-76.943410128,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-16,IMAGERY,2014-07-16,2.0,2,230.0,230,230.0,230,Y,Y,Min 230
Suffolk,SUFFOLK,147036,SUFFOLK,Suffolk,23434,SUBSTATION,Substation,IN SERVICE,In service,SUFFOLK,Suffolk,51800,VA,Virginia,USA,36.7103221,-76.580468869,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-18,IMAGERY,2015-04-01,10.0,10,500.0,500,-999999.0,Unknown,Y,N,Unknown
Unknown114523,UNKNOWN114523,114523,COURTLAND,Courtland,23837,SUBSTATION,Substation,IN SERVICE,In service,SOUTHAMPTON,Southampton,51175,VA,Virginia,USA,36.716543409,-77.056571018,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-16,IMAGERY,2014-07-16,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Oak Ridge,OAK RIDGE,147032,SUFFOLK,Suffolk,23434,SUBSTATION,Substation,IN SERVICE,In service,SUFFOLK,Suffolk,51800,VA,Virginia,USA,36.724681149,-76.62220275,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-16,IMAGERY,2015-04-01,3.0,3,230.0,230,-999999.0,Unknown,N,N,Unknown
Myrtle,MYRTLE,148203,SUFFOLK,Suffolk,23434,SUBSTATION,Substation,IN SERVICE,In service,SUFFOLK,Suffolk,51800,VA,Virginia,USA,36.771300213,-76.696651601,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-07-16,IMAGERY,2014-07-16,2.0,2,115.0,115,-999999.0,Unknown,Y,N,Unknown
Kings Fork,KINGS FORK,147033,SUFFOLK,Suffolk,23434,SUBSTATION,Substation,IN SERVICE,In service,SUFFOLK,Suffolk,51800,VA,Virginia,USA,36.784303597,-76.602339691,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-17,IMAGERY,2015-04-01,3.0,3,230.0,230,230.0,230,N,N,Min 230
Tap147064,TAP147064,147064,CHESAPEAKE,Chesapeake,23321,TAP,Tap,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.79435366,-76.39761309,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-21,IMAGERY/OTHER,2015-08-14,3.0,3,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown115102,UNKNOWN115102,115102,CHESAPEAKE,Chesapeake,23321,SUBSTATION,Substation,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.794634796,-76.397181593,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-21,IMAGERY,2014-07-21,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Deep Creek,DEEP CREEK,147041,CHESAPEAKE,Chesapeake,23323,SUBSTATION,Substation,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.764297584,-76.343460279,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-21,IMAGERY,2015-04-01,2.0,2,115.0,115,115.0,115,N,N,115 to 229
Tap147067,TAP147067,147067,CHESAPEAKE,Chesapeake,23323,TAP,Tap,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.764369828,-76.343805052,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-21,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
